1,393,0.158418
2,786,0.159662
3,1179,0.158357
4,1572,0.167763
5,1965,0.209795
6,2358,0.258927
7,2751,0.305273
8,3144,0.346223
9,3537,0.374973
10,3930,0.410195
11,4323,0.425879
12,4716,0.444426
13,5109,0.726326
14,5502,0.481971
15,5895,0.495447
16,6288,0.510493
17,6681,0.544361
18,7074,0.536625
19,7467,0.552959
20,7860,0.540795
21,8253,0.543864
22,8646,0.554936
23,9039,1.206613
24,9432,0.542600
25,9825,0.573963
26,10218,0.572678
27,10611,0.568547
28,11004,0.599465
29,11397,0.590404
30,11790,0.573510
