1,393,79.067592
2,786,104.272849
3,1179,108.461727
4,1572,109.132525
5,1965,107.844441
6,2358,105.544448
7,2751,102.725987
8,3144,99.672957
9,3537,96.633671
10,3930,93.667180
11,4323,90.731108
12,4716,87.875267
13,5109,85.058727
14,5502,82.275947
15,5895,79.551451
16,6288,76.850692
17,6681,74.305855
18,7074,71.750933
19,7467,69.261029
20,7860,66.825270
21,8253,64.517292
22,8646,62.297815
23,9039,60.135421
24,9432,58.089818
25,9825,56.065740
26,10218,54.185517
27,10611,52.305197
28,11004,50.531297
29,11397,48.788014
30,11790,47.101663
