1,229,32.693961
2,458,109.927111
3,687,335.022826
4,916,24.084779
5,1145,256.910234
6,1374,122.739713
7,1603,108.789587
8,1832,174.340007
9,2061,133.135268
10,2290,151.515754
11,2519,137.325602
12,2748,138.828201
13,2977,132.375194
14,3206,125.353469
15,3435,129.137404
16,3664,129.341263
17,3893,132.164683
18,4122,131.577581
19,4351,133.293047
20,4580,128.990943
21,4809,125.860908
22,5038,122.381191
23,5267,123.543436
24,5496,124.267409
25,5725,130.572295
26,5954,130.533979
27,6183,125.855505
28,6412,130.988788
29,6641,132.206258
30,6870,131.957547
