1,587,0.008918
2,1174,0.009836
3,1761,0.009655
4,2348,0.009260
5,2935,0.009590
6,3522,0.009883
7,4109,0.009744
8,4696,0.009821
9,5283,0.010079
10,5870,0.010332
11,6457,0.010130
12,7044,0.009902
13,7631,0.009677
14,8218,0.009464
15,8805,0.009894
16,9392,0.009230
17,9979,0.009406
18,10566,0.009694
19,11153,0.009577
20,11740,0.009657
21,12327,0.009338
22,12914,0.009234
23,13501,0.009213
24,14088,0.009278
25,14675,0.009276
26,15262,0.009253
27,15849,0.009276
28,16436,0.009277
29,17023,0.009160
30,17610,0.009255
