1,587,4.477050
2,1174,3.468456
3,1761,3.071370
4,2348,2.508410
5,2935,2.056678
6,3522,1.701768
7,4109,1.382212
8,4696,1.085707
9,5283,0.832760
10,5870,0.626315
11,6457,0.512805
12,7044,0.392265
13,7631,0.296794
14,8218,0.199213
15,8805,0.140059
16,9392,0.095359
17,9979,0.042561
18,10566,0.005127
19,11153,-0.018738
20,11740,-0.030514
21,12327,-0.029005
22,12914,-0.015853
23,13501,0.001385
24,14088,0.013648
25,14675,0.015429
26,15262,0.022813
27,15849,0.017633
28,16436,-0.000573
29,17023,-0.060020
30,17610,-0.070014
